Ramo;Codigo;Nome;Apelido;Razao social;Situacao;Contato;E-mail do contato;Inscricao municipal;Codigo do municipio;Endereco fiscal;Numero;Complemento;Bairro fiscal;Cidade fiscal;UF fiscal;CEP fiscal;Endereco cobranca;Numero;Complemento;Bairro cobranca;Cidade cobranca;UF cobranca;CEP cobranca;Telefone (1);Telefone (2);Fax;Celular;Zona fiscal;SUFRAMA;Tipo pessoa;CNPJ/CPF;Ultima venda ;Inscr.estadual/R.G.;Cod.representante;Nome representante;2  DOC./CRM   ;UF;Endereco de entrega 1;Endereco de entrega 2;Endereco de entrega 3;Endereco de entrega 4;Endereco de entrega 5;Ultima NF emitida;Data ultima NF emitida;Limite credito;Cod.plano pagto;Plano pagto;Observacoes;Tipo;Codigo;Especialidade;Em uso?;Data de cadastro;Transportadora;Lista de precos;Portador;Carteira;Codigo de terceiro;Ultima atualizacao;Grupo de cliente;Descricao do grupo de cliente;Emite NF?
1;33;ZEIKI;ZEIKI;ZEIKI MEDICAL - PRODUTOS MEDICOS LTDA.;Liberado com limite de credito  ;CLAUDIO;nf-e@zeike.com.br, claudio.martins@zeiki.com.br, estoque@zeiki.com.br;          ;3304557;DAS AMERICAS                       ;7899;BLC 2 SAL 301 B;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22793081;DAS AMERICAS                       ;7899;BLC 2 SAL 301 B;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22793081;213613-1616;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07470296000153;31/01/2025;'77944710;34;PEDRO;';;;;;;;31.631;31/01/2025;0;   ;;;Distribuidor;   ;                              ;;11/11/2022;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;16/01/2025;51;ZEIKI                              ;Opcional com default SIM
1;34;S.Q.D TRANSPORTE LTDA;SQUADRA TRANSPORTE;S.Q.D TRANSPORTE LTDA;Venda proibida                  ;;;          ;3548708;SENADOR VERGUEIRO                  ;3724;;ANCHIETA;SAO BERNARDO DO CAMPO;SP;9600004;SENADOR VERGUEIRO                  ;3724;;ANCHIETA;SAO BERNARDO DO CAMPO;SP;9600004;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'06971986000123;          ;'799464482110;1;SURGICAL;';;;;;;;29.668;29/11/2023;0;   ;;;Distribuidor;   ;                              ;;22/12/2022;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;85;ST JUDE MEDICAL BRASIL             ;Opcional com default SIM
1;35;A2-MEDICAL;A2-MEDICAL;A2-MEDICAL SUPPLY COMERCIO E REPRESENTACAO LTDA;Venda proibida                  ;Rodolfo;rt@a2medical.com.br;          ;3530706;INACIO FRANCO ALVES                ;854;;PARQUE CIDADE NOVA;MOGI GUACU;SP;13845420;INACIO FRANCO ALVES                ;854;;PARQUE CIDADE NOVA;MOGI GUACU;SP;13845420;19981529953;;;;Mercado interno;;C-Pessoa juridica contribuinte;'23419585000184;          ;'455205559111;1;SURGICAL;';;;;;;;       ;          ;0;2;30/60/90;;Distribuidor;   ;                              ;;23/12/2022;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;;;Opcional com default SIM
1;36;LINHA MEDICA PRODUTOS MEDICO HOSPIT;LINHA MEDICA;LINHA MEDICA PRODUTOS MEDICO HOSPITALARES LTDA;Venda proibida                  ;SILVIA;notafiscal@linhamedica.com,silvia@linhamedica.com;          ;2927408;AV ANTONIO CARLOS MAGALHAES        ;1034;ED PITUBA P;ITAIGARA;SALVADOR;BA;41825906;AV ANTONIO CARLOS MAGALHAES        ;1034;ED PITUBA P;ITAIGARA;SALVADOR;BA;41825906;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'63240477000164;          ;'31056447;1;SURGICAL;';;;;;;;       ;          ;0;   ;;EMPRESA SEM ATUALIZAÇÃO DE QUALIFICAÇÃO;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/07/2023;;;Opcional com default SIM
1;37;RBT PARTICIPACOES LTDA;RBT PARTICIPACOES LTDA;RBT PARTICIPACOES LTDA;Liberado com limite de credito  ;;financeiro@rbtgroup.com.br;          ;3550308;PEREIRA ESTEFANO                   ;114;SALA 1204;VILA DA SAUDE;SAO PAULO;SP;4144070;PEREIRA ESTEFANO                   ;114;SALA 1204;VILA DA SAUDE;SAO PAULO;SP;4144070;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'13763430000107;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Hospital;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/01/2023;;;Opcional com default SIM
1;38;RASTRIALL;RASTRIALL;VIAMAPA COMERCIO REPRESENTACOES E MATERIAIS HOSPIT;Venda proibida                  ;RASTRIALL;rastriall@rastriall.com;          ;5208707;136;797;QUADRAF-44 LOTE;SETOR SUL;GOIANIA;GO;74093250;136;797;QUADRAF-44 LOTE;SETOR SUL;GOIANIA;GO;74093250;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'06321563000168;16/01/2025;'103830561;34;PEDRO;';;;;;;;1.003;16/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;29/01/2025;41;RASTRIALL                          ;Opcional com default SIM
1;39;BIO LIFE;BIO LIFE;BIO LIFE PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;;biolife.mg@gmail.com;          ;3136702;MELO FRANCO                        ;134;;SAO MATEUS;JUIZ DE FORA;MG;36026000;MELO FRANCO                        ;134;;SAO MATEUS;JUIZ DE FORA;MG;36026000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'14084022000191;03/02/2025;'0018183400019;34;PEDRO;';;;;;;;1.014;03/02/2025;100000;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/11/2024;1;BIOLIFE                            ;Opcional com default SIM
1;40;ROVER;ROVER;ROVER DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA;Venda proibida                  ;;qualidade@rootermedical.com.br;          ;3548708;REGINALDO DE LIMA                  ;297;CONJ: 11, CONJ:;ANCHIETA;SAO BERNARDO DO CAMPO;SP;9732550;REGINALDO DE LIMA                  ;297;CONJ: 11, CONJ:;ANCHIETA;SAO BERNARDO DO CAMPO;SP;9732550;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'12022484000159;01/07/2024;'635795200118;34;PEDRO;';;;;;;;30.637;01/07/2024;0;   ;;;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;13/12/2024;42;ROVER                              ;Opcional com default SIM
1;41;OMEGA MEDICAL;OMEGA MEDICAL;LIFE CARE MATERIAL HOSPITALAR LTDA;Liberado com limite de credito  ;FINANCEIRO;financeiro@alphasurgical.com.br;          ;3304557;AV JOSE SILVA DE AZEVEDO NETO      ;200;BL5 LOJ139;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22775056;AV JOSE SILVA DE AZEVEDO NETO      ;200;BL5 LOJ139;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22775056;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'16416361000153;30/01/2025;'79695360;34;PEDRO;';;;;;;;31.622;30/01/2025;0;   ;;;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;3;GRUPO ALPHA                        ;Opcional com default SIM
1;42;JPMEDYCAL;JPMEDYCAL;JPMEDYCAL PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;'financeiro@jpmedycal.com.br';financeiro@jpmedycal.com.br;          ;2927408;SALVADOR                           ;1057;EDIF SALVADOR S;CAMINHO DAS ARVORES;SALVADOR;BA;41820790;SALVADOR                           ;1057;EDIF SALVADOR S;CAMINHO DAS ARVORES;SALVADOR;BA;41820790;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'23031211000197;23/01/2025;'126547384;1;SURGICAL;';;;;;;;31.574;23/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;18;JPMEDYCAL                          ;Opcional com default SIM
1;43;INOVA;INOVA;INOVA - MATERIAIS CIRURGICOS E HOSPITALARES LTDA;Liberado com limite de credito  ;FINANCEIRO INOVA;financeiro@inovanatal.com.br;          ;2408102;PRUDENTE DE MORAIS                 ;5121;BOX 05 ACESSO 3;LAGOA NOVA;NATAL;RN;59064625;PRUDENTE DE MORAIS                 ;5121;BOX 05 ACESSO 3;LAGOA NOVA;NATAL;RN;59064625;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'12305398000153;12/11/2024;'202354369;34;PEDRO;';;;;;;;31.288;12/11/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;09/12/2024;16;INOVA                              ;Opcional com default SIM
1;44;SURGICAL DEVICES;SURGICAL DEVICES;SURGICAL DEVICES - COMERCIO, IMPORTACAO E EXPORTAC;Liberado com limite de credito  ;financeiro;financeiro@surgicaldevices.com.br;          ;3548807;TERRACOTA                          ;215;SALA 201;CERAMICA;SAO CAETANO DO SUL;SP;9531190;TERRACOTA                          ;215;SALA 201;CERAMICA;SAO CAETANO DO SUL;SP;9531190;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'45153536000185;28/01/2025;'636485384111;34;PEDRO;';;;;;;;31.605;28/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;26/11/2024;44;GRUPO SIM MEDICAL                  ;Opcional com default SIM
1;45;LIFE SUPPORT TECNOLOGIA EM MEDICINA;LIFE SUPPORT;LIFE SUPPORT TECNOLOGIA EM MEDICINA LTDA;Liberado com limite de credito  ;'financeiro@lfsupport.com.br';comercial@surgicaline.com.br;          ;3548708;JOSE VERSOLATO                     ;111;SALA 3514 E 352;CENTRO;SAO BERNARDO DO CAMPO;SP;9750730;JOSE VERSOLATO                     ;111;SALA 3514 E 352;CENTRO;SAO BERNARDO DO CAMPO;SP;9750730;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'28931639000100;21/11/2024;'799072965110;34;PEDRO;';;;;;;;31.330;21/11/2024;50000;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/11/2024;79;LIFE SUPPORT                       ;Opcional com default SIM
1;46;LIGHT CARE;LIGHT CARE;LIGHT CARE COMERCIO DE PRODUTOS MEDICOS E HOSPITAL;Venda proibida                  ;MARJORY;marjory.krobath@lightcare.com.br;          ;3548807;RUA MANOEL COELHO                  ;676;SALA 505;CENTRO;SAO CAETANO DO SUL;SP;9510101;RUA MANOEL COELHO                  ;676;SALA 505;CENTRO;SAO CAETANO DO SUL;SP;9510101;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'31484551000100;20/09/2024;'636369028115;34;PEDRO;';;;;;;;31.062;20/09/2024;0;   ;;CLIENTE SEM CONTRATO ATIVO;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;20;LIGHT CARE                         ;Opcional com default SIM
1;47;NOVATECH;NOVATECH;NOVATECH COMERCIO E REPRESENTACOES LTDA.;Venda proibida                  ;;;          ;3550308;BARATA RIBEIRO                     ;237;SALA 52 53 141;BELA VISTA;SAO PAULO;SP;1308000;BARATA RIBEIRO                     ;237;SALA 52 53 141;BELA VISTA;SAO PAULO;SP;1308000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'13503335000174;30/04/2024;'147965537114;1;SURGICAL;';;;;;;;30.337;30/04/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05 (encer. contrato);Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;18/11/2024;31;NOVATECH                           ;Opcional com default SIM
1;48;CORTEX MED RJ;CORTEX MED RJ;CORTEX MED COMERCIAL DE PRODUTOS HOSPITALARES LTDA;Liberado com limite de credito  ;Veronica;disponibilidade.rj@cortexmed.com.br, gerenciaoperacional@cortexmed.com.br,                          ;          ;3304557;RUA BARAO DO FLAMENGO              ;22;SALAS 204 E 502;FLAMENGO;RIO DE JANEIRO;RJ;22220080;RUA BARAO DO FLAMENGO              ;22;SALAS 204 E 502;FLAMENGO;RIO DE JANEIRO;RJ;22220080;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'04926152000170;20/01/2025;'78203161;34;PEDRO;';;;;;;;1.007;20/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/12/2024;6;CORTEX                             ;Opcional com default SIM
1;49;MEDTRAUMA;MEDTRAUMA;MEDTRAUMA COMERCIO E IMPORTACAO DE ORTOPEDIA LTDA;Venda proibida                  ;;;          ;2304400;GONCALVES LEDO                     ;1141;;CENTRO;FORTALEZA;CE;60110261;GONCALVES LEDO                     ;1141;;CENTRO;FORTALEZA;CE;60110261;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'08035802000149;          ;'061971049;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;8;MEDTRAUMA                          ;Opcional com default SIM
1;50;HOSPITAL ESPORTE E SAUDE LTDA.;BR SURGERY SAUDE;HOSPITAL ESPORTE E SAUDE LTDA.;Liberado com limite de credito  ;;;          ;3550308;AVENIDA FAGUNDES FILHO             ;475;;VILA MONTE ALEGRE;SAO PAULO;SP;4304010;AVENIDA FAGUNDES FILHO             ;475;;VILA MONTE ALEGRE;SAO PAULO;SP;4304010;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'07683694000158;          ;'0;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Distribuidor;   ;                              ;;05/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/01/2023;;;Opcional com default SIM
1;51;MGB PRODUTOS HOSPITALARES;MGB PRODUTOS HOSPITALARES;DISTRIBUIDORA DE MEDICAMENTOS GUIMARAES E BRT LTDA;Venda proibida                  ;;;          ;5208707;T 28;917;QUADRA52 LOTE 2;SETOR BUENO;GOIANIA;GO;74210040;T 28;917;QUADRA52 LOTE 2;SETOR BUENO;GOIANIA;GO;74210040;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'01989652000163;30/08/2024;'103645306;1;SURGICAL;';;;;;;;857;30/08/2024;0;   ;;;Revenda;   ;                              ;;06/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;23/10/2024;25;MGB                                ;Opcional com default SIM
1;52;CATTIS MEDICAL;CATTIS MEDICAL;CATTIS MEDICAL - COMERCIO E IMPORTACAO DE MATERIAI;Venda proibida                  ;Financeiro Cattis;financeiro@cattismedical.com.br;          ;5300108;SCRN 714/715 BLOCO D               ;SN;;ASA NORTE;BRASILIA;DF;70761640;SCRN 714/715 BLOCO D               ;SN;;ASA NORTE;BRASILIA;DF;70761640;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'30963700000142;26/03/2024;'0786834100128;1;SURGICAL;';;;;;;;687;26/03/2024;0;   ;;;Distribuidor;   ;                              ;;06/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;23/10/2024;5;CATTIS MEDICAL                     ;Opcional com default SIM
1;53;JOMHEDICA SC;JOMHEDICA SC;JOMHEDICA PRODUTOS MEDICOS E HOSPITALARES LTDA;Liberado com limite de credito  ;ANGÉLICA SILVA;angelica.silva@jomhedica.com.br;          ;4211900;DAS AGUIAS                         ;340;;PEDRA BRANCA;PALHOCA;SC;88137280;DAS AGUIAS                         ;340;;PEDRA BRANCA;PALHOCA;SC;88137280;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'21318524000103;17/01/2025;'257500553;1;SURGICAL;';;;;;;;31.545;17/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;09/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;14/01/2025;17;JOMHEDICA                          ;Opcional com default SIM
1;54;JOMHEDICA RS;JOMHEDICA RS;JOMHEDICA NORTE PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;ANDREIA BRAUN;andreia.braun@jomhedica.com.br;          ;4314902;VISCONDE DO HERVAL                 ;1220;;MENINO DEUS;PORTO ALEGRE;RS;90130150;VISCONDE DO HERVAL                 ;1220;;MENINO DEUS;PORTO ALEGRE;RS;90130150;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'02429547000132;17/01/2025;'0962690775;34;PEDRO;';;;;;;;31.544;17/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;09/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/11/2024;17;JOMHEDICA                          ;Opcional com default SIM
1;55;BRIGHT MA;BRIGHT MA;BRIGHT COMERCIO E REPRESENTACOES LTDA;Liberado com limite de credito  ;ANA PAULA;compras.ma@bright.med.br;          ;2111300;2;3000 A;SALA 705;JARACATY;SAO LUIS;MA;65076821;2;3000 A;SALA 705;JARACATY;SAO LUIS;MA;65076821;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'12116034000125;30/01/2025;'124299997;34;PEDRO;';;;;;;;31.630;31/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;09/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/11/2024;4;BRIGHT                             ;Opcional com default SIM
1;56;SURGICALMED;SURGICALMED;SURGICALMED COMERCIO DE PRODUTOS MEDICOS HOSPITALA;Venda proibida                  ;Caio;adm@surgicalmed.com.br;          ;2408102;AMINTAS BARROS                     ;3700;SALA 1602 E 160;LAGOA NOVA;NATAL;RN;59075810;AMINTAS BARROS                     ;3700;SALA 1602 E 160;LAGOA NOVA;NATAL;RN;59075810;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'27816265000119;05/12/2024;'204720621;34;PEDRO;';;;;;;;952;05/12/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;09/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;46;SURGICALMED                        ;Opcional com default SIM
1;57;PDA COMERCIO DE PRODUTOS HOSPITALAR;PDA COMERCIO DE PRODUTOS HOSPITALAR;PDA COMERCIO DE PRODUTOS HOSPITALARES EIRELI;Venda proibida                  ;;comercial@pdahospitalar.com.br;          ;2927408;TANCREDO NEVES                     ;620;EDIF MUNDO PLAZ;CAMINHO DAS ARVORES;SALVADOR;BA;41820020;TANCREDO NEVES                     ;620;EDIF MUNDO PLAZ;CAMINHO DAS ARVORES;SALVADOR;BA;41820020;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'20428591000100;          ;'128042616;1;SURGICAL;';;;;;;;       ;          ;0;   ;;BLOQUEADO PARA A VENDA INATIVO PELO COMERCIAL S/ QUALIFICAÇÃ;Distribuidor;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;12/07/2023;;;Opcional com default SIM
1;58;HOSPITAIS INTEGRADOS DA GAVEA S/A;GLORIA DOR;HOSPITAIS INTEGRADOS DA GAVEA S/A;Cliente provisorio              ;;xxxxxxx;          ;3304557;RUA SANTO AMARO                    ;80;86 88 90 92 COM;GLORIA;RIO DE JANEIRO;RJ;22211230;RUA SANTO AMARO                    ;80;86 88 90 92 COM;GLORIA;RIO DE JANEIRO;RJ;22211230;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'31635857000454;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/01/2023;;;Opcional com default SIM
1;59;SANTA CASA SP;SANTA CASA SP;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAU;Liberado com limite de credito  ;;elizangela.guedes@santacasasp.org.br,centraldeopme1@hsi.org.br,centraldeopme2@hsi.org.br            ;          ;3550308;RUA DR CESARIO MOTA JUNIOR         ;112;;VILA BUARQUE;SAO PAULO;SP;1221020;RUA DR CESARIO MOTA JUNIOR         ;112;;VILA BUARQUE;SAO PAULO;SP;1221020;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'62779145000190;          ;'ISENTO;1;SURGICAL;';;;;;;;30.063;05/03/2024;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;;;Opcional com default SIM
1;60;HOSPITAL SANTA PAULA S/A;HOSPITAL SANTA PAULA S/A;HOSPITAL SANTA PAULA S/A;Cliente provisorio              ;;consignados@santapaula.com.br;          ;3550308;AVENIDA SANTO AMARO                ;2468;;BROOKLIN PAULISTA;SAO PAULO;SP;4556100;AVENIDA SANTO AMARO                ;2468;;BROOKLIN PAULISTA;SAO PAULO;SP;4556100;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'60777901000116;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/01/2023;;;Opcional com default SIM
1;61;HOSPITAL ALVORADA TAGUATINGA LTDA;HOSPITAL ALVORADA MOEMA;HOSPITAL ALVORADA TAGUATINGA LTDA;Cliente provisorio              ;;xxxxxxx;          ;3550308;IBIRAPUERA                         ;1.942;;INDIANOPOLIS;SAO PAULO;SP;4028001;IBIRAPUERA                         ;1.942;;INDIANOPOLIS;SAO PAULO;SP;4028001;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'08100676000592;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/01/2023;;;Opcional com default SIM
1;62;AMIL ASSISTENCIA MEDICA INTERNACION;AMIL ASSISTENCIA MEDICA INTERNACION;AMIL ASSISTENCIA MEDICA INTERNACIONAL S.A.;Cliente provisorio              ;;vasouza@amil.com.br,;          ;3550308;RUA ARQ OLAVO REDIG DE CAMPOS      ;105;6 AO 21;VILA SAO FRANCISCO (;SAO PAULO;SP;4711904;RUA ARQ OLAVO REDIG DE CAMPOS      ;105;6 AO 21;VILA SAO FRANCISCO (;SAO PAULO;SP;4711904;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'29309127000179;          ;'ISENTO;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/01/2023;;;Opcional com default SIM
1;63;SEMAC - SERVICOS ESPECIAIS EM MEDIC;SEMAC;SEMAC - SERVICOS ESPECIAIS EM MEDICINA DE ALTA COM;Cliente provisorio              ;;diretoria.geral@hospitalstaclara.com.br, santaclara@ig.com.br, gestor.guias@hospitalstaclara.com.br ;          ;3550308;JOAQUIM MARRA                      ;138;ANDAR 3;VILA MATILDE;SAO PAULO;SP;3514000;JOAQUIM MARRA                      ;138;ANDAR 3;VILA MATILDE;SAO PAULO;SP;3514000;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'31913921000179;          ;'ISENTO;1;SURGICAL;';;;;;;;28.284;06/12/2022;0;   ;;;Hospital;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;10/01/2023;;;Opcional com default SIM
1;64;FACEMEDICAL;FACEMEDICAL;FACEMEDICAL PRODUTOS HOSPITALARES LTDA;Venda proibida                  ;;guilherme.morais@facemedical.com.br,qualidade@facemedical.com.br;          ;3550308;PEREIRA ESTEFANO                   ;114;CONJ 213 215;VILA DA SAUDE;SAO PAULO;SP;4144070;PEREIRA ESTEFANO                   ;114;CONJ 213 215;VILA DA SAUDE;SAO PAULO;SP;4144070;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'26960791000195;31/05/2023;'141670882111;1;SURGICAL;';;;;;;;423;31/05/2023;0;   ;;sem contrato;Revenda;   ;                              ;;10/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/12/2024;57;FACEMEDICAL                        ;Opcional com default SIM
1;65;GOLDMEDIC SALVADOR BA;GOLDMEDIC SALVADOR BA;GOLDMEDIC PRODUTOS MEDICOS HOSPITALARES LTDA.;Liberado com limite de credito  ;;;          ;2927408;ALCEU AMOROSO LIMA                 ;314;EDIF ANTARES EM;CAMINHO DAS ARVORES;SALVADOR;BA;41820770;ALCEU AMOROSO LIMA                 ;314;EDIF ANTARES EM;CAMINHO DAS ARVORES;SALVADOR;BA;41820770;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'05267928000231;22/03/2024;'082836904;34;PEDRO;';;;;;;;681;22/03/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;12/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/12/2024;14;GOLDMEDIC / MASTERMEDIC            ;Opcional com default SIM
1;66;NEUROLOGIA MEIRELES;NEUROLOGIA MEIRELES;INSTITUTO DE NEUROLOGIA MEIRELES LTDA;Liberado com limite de credito  ;ROSANGELA;neurologiameireles@hotmail.com;          ;3304557;GUILHERME MAXWELL                  ;516;SALA 701 E 702;BONSUCESSO;RIO DE JANEIRO;RJ;21042112;GUILHERME MAXWELL                  ;516;SALA 701 E 702;BONSUCESSO;RIO DE JANEIRO;RJ;21042112;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'09119578000136;13/01/2023;'ISENTO;1;SURGICAL;';;;;;;;346;13/01/2023;0;   ;;;Clinica;   ;                              ;;12/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;11/01/2024;66;NEUROLOGIA MEIRELES                ;Opcional com default SIM
1;67;JEFFERSON HENRIQUE DA SILVA;JEFFERSON HENRIQUE DA SILVA;JEFFERSON HENRIQUE DA SILVA;Cliente provisorio              ;;;          ;3550308;RUA TEODORO SAMPAIO                ;1020;;PINHEIROS;SAO PAULO;SP;5406050;RUA TEODORO SAMPAIO                ;1020;;PINHEIROS;SAO PAULO;SP;5406050;;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00036907795884;          ;'ISENTO;1;SURGICAL;';;;;;;;22.664;15/09/2020;0;   ;;;Particular;   ;                              ;;13/01/2023;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;13/01/2023;;;Opcional com default SIM
